Sentence-IPA	Sentence Orthography	Sentence ID	Dialogue	Notes	Speaker ID	Stress of target	Focus type	Dialect	Dialogue element	File path
mɑɾjɑmə «tupʰeɾə» ɑsɑt͡sʰ	Մարիամը «տուփերը» ասաց։	sp01_d144_s2_tO_a_?	sp01_d144_s2_tO	background noise	sp01	penultimate stress (-ə)	object focus	EA	answer	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d144_s2_tO_q	sp01_d144_s2_tO		sp01	penultimate stress (-ə)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zutoɾen» ɑsɑt͡sʰ	Մարիամը «զուտորեն» ասաց։	sp01_d145_s3a_tS_a	sp01_d145_s3a_tS		sp01	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «zutoɾen» ɑsɑt͡sʰ	Ո՞վ «զուտորեն» ասաց։	sp01_d145_s3a_tS_q	sp01_d145_s3a_tS		sp01	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «butʰeɾə» ɑsɑt͡sʰ	Մարիամը «բութերը» ասաց	sp01_d146_s2_tV_a	sp01_d146_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d146_s2_tV_i	sp01_d146_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d146_s2_tV_n	sp01_d146_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «butʰeɾə» kɑɾtʰɑt͡sʰ	Մարիամը «բութերը» կարդա՞ց։	sp01_d146_s2_tV_q	sp01_d146_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zutoɾen» ɑsɑt͡sʰ	Մարիամը «զուտորեն» ասաց։	sp01_d147_s3a_tO_a	sp01_d147_s3a_tO		sp01	final stress (adverb)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d147_s3a_tO_q	sp01_d147_s3a_tO		sp01	final stress (adverb)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tupʰeɾi» ɑsɑt͡sʰ	Մարիամը «տուփերի» ասաց։	sp01_d148_s3_tO_a	sp01_d148_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d148_s3_tO_q	sp01_d148_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «ʃɑpʰɑtʰə» ɑsɑt͡sʰ	Մարիամը «շաբաթը» ասաց։	sp01_d149_s2_tS_a	sp01_d149_s2_tS		sp01	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «ʃɑpʰɑtʰə» ɑsɑt͡sʰ	Ո՞վ «շաբաթը» ասաց։	sp01_d149_s2_tS_q	sp01_d149_s2_tS		sp01	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰɑʃelu» ɑsɑt͡sʰ	Մարիամը «քաշելու» ասաց	sp01_d15_s3_tV_a	sp01_d15_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d15_s3_tV_i	sp01_d15_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d15_s3_tV_n	sp01_d15_s3_tV		sp01	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «kʰɑʃelu» kɑɾtʰɑt͡sʰ	Մարիամը «քաշելու» կարդա՞ց։	sp01_d15_s3_tV_q	sp01_d15_s3_tV		sp01	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «buʒelə» ɑsɑt͡sʰ	Մարիամը «բուժելը» ասաց։	sp01_d150_s2_tS_a	sp01_d150_s2_tS		sp01	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «buʒelə» ɑsɑt͡sʰ	Ո՞վ «բուժելը» ասաց։	sp01_d150_s2_tS_q	sp01_d150_s2_tS		sp01	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kɑpelu» ɑsɑt͡sʰ	Մարիամը «կապելու» ասաց։	sp01_d151_s3_tO_a	sp01_d151_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d151_s3_tO_q	sp01_d151_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zutoɾen» ɑsɑt͡sʰ	Մարիամը «զուտորեն» ասաց։	sp01_d152_s3a_tS_a	sp01_d152_s3a_tS		sp01	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «zutoɾen» ɑsɑt͡sʰ	Ո՞վ «զուտորեն» ասաց։	sp01_d152_s3a_tS_q	sp01_d152_s3a_tS		sp01	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «mutʰoɾen» ɑsɑt͡sʰ	Մարիամը «մութորեն» ասաց։	sp01_d153_s3a_tS_a	sp01_d153_s3a_tS		sp01	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «mutʰoɾen» ɑsɑt͡sʰ	Ո՞վ «մութորեն» ասաց։	sp01_d153_s3a_tS_q	sp01_d153_s3a_tS		sp01	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰɑɡi» ɑsɑt͡sʰ	Մարիամը «փափագի» ասաց։	sp01_d154_s3_tO_a	sp01_d154_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d154_s3_tO_q	sp01_d154_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «buʒumi» ɑsɑt͡sʰ	Մարիամը «բուժումի» ասաց։	sp01_d155_s3_tO_a_?	sp01_d155_s3_tO	background noise	sp01	final stress	object focus	EA	answer	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d155_s3_tO_q	sp01_d155_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hisusə» ɑsɑt͡sʰ	Մարիամը «Հիսուսը» ասաց	sp01_d156_s2_tV_a	sp01_d156_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d156_s2_tV_i	sp01_d156_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d156_s2_tV_n	sp01_d156_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «hisusə» kɑɾtʰɑt͡sʰ	Մարիամը «Հիսուսը» կարդա՞ց։	sp01_d156_s2_tV_q	sp01_d156_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zɑtelu» ɑsɑt͡sʰ	Մարիամը «զատելու» ասաց։	sp01_d157_s3_tO_a	sp01_d157_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d157_s3_tO_q	sp01_d157_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰuki» ɑsɑt͡sʰ	Մարիամը «փափուկի» ասաց	sp01_d158_s3_tV_a	sp01_d158_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d158_s3_tV_i	sp01_d158_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d158_s3_tV_n	sp01_d158_s3_tV		sp01	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰuki» kɑɾtʰɑt͡sʰ	Մարիամը «փափուկի» կարդա՞ց։	sp01_d158_s3_tV_q	sp01_d158_s3_tV		sp01	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «butʰeɾi» ɑsɑt͡sʰ	Մարիամը «բութերի» ասաց։	sp01_d159_s3_tS_a_?	sp01_d159_s3_tS	background noise	sp01	final stress	subject focus	EA	answer	data/data-moderate-issues/noise-mild/EA
ov «butʰeɾi» ɑsɑt͡sʰ	Ո՞վ «բութերի» ասաց։	sp01_d159_s3_tS_q_?	sp01_d159_s3_tS	background noise	sp01	final stress	subject focus	EA	question	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə «kuteɾi» ɑsɑt͡sʰ	Մարիամը «կուտերի» ասաց	sp01_d16_s3_tV_a	sp01_d16_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d16_s3_tV_i	sp01_d16_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d16_s3_tV_n	sp01_d16_s3_tV		sp01	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «kuteɾi» kɑɾtʰɑt͡sʰ	Մարիամը «կուտերի» կարդա՞ց։	sp01_d16_s3_tV_q	sp01_d16_s3_tV		sp01	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hɑvɑtɑ» ɑsɑt͡sʰ	Մարիամը «հավատա» ասաց	sp01_d160_s3_tV_a	sp01_d160_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d160_s3_tV_i	sp01_d160_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d160_s3_tV_n	sp01_d160_s3_tV		sp01	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «hɑvɑtɑ» kɑɾtʰɑt͡sʰ	Մարիամը «հավատա» կարդա՞ց։	sp01_d160_s3_tV_q	sp01_d160_s3_tV		sp01	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tupʰeɾə» ɑsɑt͡sʰ	Մարիամը «տուփերը» ասաց	sp01_d161_s2_tV_a	sp01_d161_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d161_s2_tV_i	sp01_d161_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d161_s2_tV_n	sp01_d161_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «tupʰeɾə» kɑɾtʰɑt͡sʰ	Մարիամը «տուփերը» կարդա՞ց։	sp01_d161_s2_tV_q	sp01_d161_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰitʰeɾi» ɑsɑt͡sʰ	Մարիամը «քիթերի» ասաց։	sp01_d162_s3_tS_a	sp01_d162_s3_tS		sp01	final stress	subject focus	EA	answer	data/data-few-issues/EA
ov «kʰitʰeɾi» ɑsɑt͡sʰ	Ո՞վ «քիթերի» ասաց։	sp01_d162_s3_tS_q	sp01_d162_s3_tS		sp01	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hinoɾen» ɑsɑt͡sʰ	Մարիամը «հինորեն» ասաց։	sp01_d163_s3a_tO_a	sp01_d163_s3a_tO		sp01	final stress (adverb)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d163_s3a_tO_q	sp01_d163_s3a_tO		sp01	final stress (adverb)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tɑnikʰi» ɑsɑt͡sʰ	Մարիամը «տանիքի» ասաց։	sp01_d164_s3_tS_a	sp01_d164_s3_tS		sp01	final stress	subject focus	EA	answer	data/data-few-issues/EA
ov «tɑnikʰi» ɑsɑt͡sʰ	Ո՞վ «տանիքի» ասաց։	sp01_d164_s3_tS_q	sp01_d164_s3_tS		sp01	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tʰɑpʰelu» ɑsɑt͡sʰ	Մարիամը «թափելու» ասաց	sp01_d165_s3_tV_a	sp01_d165_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d165_s3_tV_i	sp01_d165_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d165_s3_tV_n	sp01_d165_s3_tV		sp01	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «tʰɑpʰelu» kɑɾtʰɑt͡sʰ	Մարիամը «թափելու» կարդա՞ց։	sp01_d165_s3_tV_q	sp01_d165_s3_tV		sp01	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kuteɾə» ɑsɑt͡sʰ	Մարիամը «կուտերը» ասաց	sp01_d166_s2_tV_a	sp01_d166_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d166_s2_tV_i	sp01_d166_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d166_s2_tV_n	sp01_d166_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «kuteɾə» kɑɾtʰɑt͡sʰ	Մարիամը «կուտերը» կարդա՞ց։	sp01_d166_s2_tV_q	sp01_d166_s2_tV		sp01	penultimate stress (-ə)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tʰɑt͡sʰoɾen» ɑsɑt͡sʰ	Մարիամը «թացորեն» ասաց։	sp01_d167_s3a_tS_a	sp01_d167_s3a_tS		sp01	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «tʰɑt͡sʰoɾen» ɑsɑt͡sʰ	Ո՞վ «թացորեն» ասաց։	sp01_d167_s3a_tS_q	sp01_d167_s3a_tS		sp01	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tʰɑtʰiki» ɑsɑt͡sʰ	Մարիամը «թաթիկի» ասաց	sp01_d168_s3_tV_a_?	sp01_d168_s3_tV	background noise	sp01	final stress	verb focus	EA	answer	data/data-moderate-issues/noise-mild/EA
vot͡ʃʰ	Ոչ	sp01_d168_s3_tV_i	sp01_d168_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d168_s3_tV_n_?	sp01_d168_s3_tV	background noise	sp01	final stress	verb focus	EA	negation	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə «tʰɑtʰiki» kɑɾtʰɑt͡sʰ	Մարիամը «թաթիկի» կարդա՞ց։	sp01_d168_s3_tV_q	sp01_d168_s3_tV		sp01	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pɑɾɑɡɑ» ɑsɑt͡sʰ	Մարիամը «պարագա» ասաց	sp01_d169_s3_tV_a	sp01_d169_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d169_s3_tV_i	sp01_d169_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d169_s3_tV_n	sp01_d169_s3_tV		sp01	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «pɑɾɑɡɑ» kɑɾtʰɑt͡sʰ	Մարիամը «պարագա» կարդա՞ց։	sp01_d169_s3_tV_q_0	sp01_d169_s3_tV	stutter	sp01	final stress	verb focus	EA	question	data/data-severe-issues/stutter-or-missing-sound/EA
mɑɾjɑmə «hɑtikət» ɑsɑt͡sʰ	Մարիամը «հատիկդ» ասաց	sp01_d17_s2t_tV_a	sp01_d17_s2t_tV		sp01	penultimate stress (-ət)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d17_s2t_tV_i	sp01_d17_s2t_tV		sp01	penultimate stress (-ət)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d17_s2t_tV_n	sp01_d17_s2t_tV		sp01	penultimate stress (-ət)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «hɑtikət» kɑɾtʰɑt͡sʰ	Մարիամը «հատիկդ» կարդա՞ց։	sp01_d17_s2t_tV_q	sp01_d17_s2t_tV		sp01	penultimate stress (-ət)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «d͡ʒutʰɑkəs» ɑsɑt͡sʰ	Մարիամը «ջութակս» ասաց։	sp01_d170_s2s_tO_a	sp01_d170_s2s_tO		sp01	penultimate stress (-əs)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d170_s2s_tO_q	sp01_d170_s2s_tO		sp01	penultimate stress (-əs)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hisusi» ɑsɑt͡sʰ	Մարիամը «Հիսուսի» ասաց։	sp01_d171_s3_tO_a	sp01_d171_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d171_s3_tO_q	sp01_d171_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «ʃitɑkə» ɑsɑt͡sʰ	Մարիամը «շիտակը» ասաց։	sp01_d172_s2_tS_a	sp01_d172_s2_tS		sp01	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «ʃitɑkə» ɑsɑt͡sʰ	Ո՞վ «շիտակը» ասաց։	sp01_d172_s2_tS_q_0	sp01_d172_s2_tS	stutter	sp01	penultimate stress (-ə)	subject focus	EA	question	data/data-severe-issues/stutter-or-missing-sound/EA
mɑɾjɑmə «χɑnutʰəs» ɑsɑt͡sʰ	Մարիամը «խանութս» ասաց։	sp01_d173_s2s_tS_a	sp01_d173_s2s_tS		sp01	penultimate stress (-əs)	subject focus	EA	answer	data/data-few-issues/EA
ov «χɑnutʰəs» ɑsɑt͡sʰ	Ո՞վ «խանութս» ասաց։	sp01_d173_s2s_tS_q	sp01_d173_s2s_tS		sp01	penultimate stress (-əs)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pɑɾɑɡɑ» ɑsɑt͡sʰ	Մարիամը «պարագա» ասաց։	sp01_d174_s3_tO_a_?	sp01_d174_s3_tO	background noise	sp01	final stress	object focus	EA	answer	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d174_s3_tO_q	sp01_d174_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «buʒumət» ɑsɑt͡sʰ	Մարիամը «բուժումդ» ասաց։	sp01_d175_s2t_tO_a_?	sp01_d175_s2t_tO	background noise	sp01	penultimate stress (-ət)	object focus	EA	answer	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d175_s2t_tO_q	sp01_d175_s2t_tO		sp01	penultimate stress (-ət)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «utʰeɾoɾtʰ» ɑsɑt͡sʰ	Մարիամը «ութերորդ» ասաց	sp01_d176_s1o_tV_a	sp01_d176_s1o_tV		sp01	initial stress (ordinal)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d176_s1o_tV_i	sp01_d176_s1o_tV		sp01	initial stress (ordinal)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d176_s1o_tV_n	sp01_d176_s1o_tV		sp01	initial stress (ordinal)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «utʰeɾoɾtʰ» kɑɾtʰɑt͡sʰ	Մարիամը «ութերորդ» կարդա՞ց։	sp01_d176_s1o_tV_q	sp01_d176_s1o_tV		sp01	initial stress (ordinal)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «mɑtiti» ɑsɑt͡sʰ	Մարիամը «մատիտի» ասաց։	sp01_d177_s3_tO_a	sp01_d177_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d177_s3_tO_q	sp01_d177_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰit͡ʃʰeɾə» ɑsɑt͡sʰ	Մարիամը «քիչերը» ասաց։	sp01_d178_s2_tS_a	sp01_d178_s2_tS		sp01	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «kʰit͡ʃʰeɾə» ɑsɑt͡sʰ	Ո՞վ «քիչերը» ասաց։	sp01_d178_s2_tS_q	sp01_d178_s2_tS		sp01	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰɑd͡ʒoɾen» ɑsɑt͡sʰ	Մարիամը «քաջորեն» ասաց։	sp01_d179_s3a_tS_a	sp01_d179_s3a_tS		sp01	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «kʰɑd͡ʒoɾen» ɑsɑt͡sʰ	Ո՞վ «քաջորեն» ասաց։	sp01_d179_s3a_tS_q	sp01_d179_s3a_tS		sp01	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tʰɑpʰelu» ɑsɑt͡sʰ	Մարիամը «թափելու» ասաց։	sp01_d18_s3_tO_a	sp01_d18_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d18_s3_tO_q	sp01_d18_s3_tO		sp01	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zutoɾen» ɑsɑt͡sʰ	Մարիամը «զուտորեն» ասաց։	sp01_d180_s3a_tO_a	sp01_d180_s3a_tO		sp01	final stress (adverb)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d180_s3a_tO_q	sp01_d180_s3a_tO		sp01	final stress (adverb)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰukəs» ɑsɑt͡sʰ	Մարիամը «փափուկս» ասաց	sp01_d181_s2s_tV_a	sp01_d181_s2s_tV		sp01	penultimate stress (-əs)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d181_s2s_tV_i	sp01_d181_s2s_tV		sp01	penultimate stress (-əs)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d181_s2s_tV_n	sp01_d181_s2s_tV		sp01	penultimate stress (-əs)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰukəs» kɑɾtʰɑt͡sʰ	Մարիամը «փափուկս» կարդա՞ց։	sp01_d181_s2s_tV_q	sp01_d181_s2s_tV		sp01	penultimate stress (-əs)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «koʃiki» ɑsɑt͡sʰ	Մարիամը «կոշիկը» ասաց	sp01_d182_s3_tV_a	sp01_d182_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d182_s3_tV_i	sp01_d182_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d182_s3_tV_n	sp01_d182_s3_tV		sp01	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «koʃiki» kɑɾtʰɑt͡sʰ	Մարիամը «կոշիկը» կարդա՞ց։	sp01_d182_s3_tV_q	sp01_d182_s3_tV		sp01	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «butʰoɾen» ɑsɑt͡sʰ	Մարիամը «բութորեն» ասաց	sp01_d183_s3a_tV_a	sp01_d183_s3a_tV		sp01	final stress (adverb)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d183_s3a_tV_i	sp01_d183_s3a_tV		sp01	final stress (adverb)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp01_d183_s3a_tV_n	sp01_d183_s3a_tV		sp01	final stress (adverb)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «butʰoɾen» kɑɾtʰɑt͡sʰ	Մարիամը «բութորեն» կարդա՞ց։	sp01_d183_s3a_tV_q	sp01_d183_s3a_tV		sp01	final stress (adverb)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «χɑt͡ʃʰelu» ɑsɑt͡sʰ	Մարիամը «խաչելու» ասաց։	sp01_d184_s3_tO_a	sp01_d184_s3_tO		sp01	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d184_s3_tO_q_?	sp01_d184_s3_tO	background noise	sp01	final stress	object focus	EA	question	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə «tʰukʰeɾə» ɑsɑt͡sʰ	Մարիամը «թուքերը» ասաց։	sp01_d185_s2_tO_a	sp01_d185_s2_tO		sp01	penultimate stress (-ə)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp01_d185_s2_tO_q	sp01_d185_s2_tO		sp01	penultimate stress (-ə)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «ʃiʃeɾi» ɑsɑt͡sʰ	Մարիամը «շիշերի» ասաց	sp01_d186_s3_tV_a	sp01_d186_s3_tV		sp01	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp01_d186_s3_tV_i	sp01_d186_s3_tV		sp01	final stress	verb focus	EA	interjection	data/data-few-issues/EA
